product,title,rating,body
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Not great,2.0,Works fine when sitting but when walking and talking sound quality poor and mic picks up lots of other noise.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good head set,4.0,"Don’t know much about the noise cancellation but I can still hear my kids screaming at each other with these on, hence the four stars! Also they fee cheap for Sony! Was bit disappointed in that. But otherwise they are fantastic for sound and not walking away from your laptop and dragging it off table and across the floor because you forgot to take your headphones off! Win win on that one :)"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great pair of travel headphones.,5.0,"These are a great pair of headphones, the sound quality and noise cancellation are really good Despite there size which is no downside as it’s perfect for travelling which is what i bought them for."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","good, valued headset",4.0,The price is reasonable. The sound is good. Easy to connect the Bluetooth. Convenient for controlling the volume on the headset.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Excellent headphones - great price,5.0,These are about the fifth set of headphones my 19 year old son has gone through in about a year. I’ve no idea what he does to them but they always end up with only one side working. He’s gone through cheap sets to expensive Beats headphones and they still all end up with one side working.These Sony headphones look good in black. They are not like the big chunky headphones you get and Sony are well known for their quality and one of the best brands for electronics.These headphones are bluetooth and wireless and the sound quality is very good for the price.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great sound and very comfortable.,5.0,"Great sound and clear  bass tone. Very comfortable to wear out for long walks, as charge lasts for hours."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","Superb sound quality, lackluster materials",4.0,"The sound quality is amazing for its small size. The bass is powerful and defined, and there is very minimal sound leakage. The only drawback is what seems to be very cheap plastic that the shell is made of. It makes it feel more second rate than it should. It also is on-ear, which may be a drawback to some for the discomfort it may bring"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Fantastic for the price,5.0,Fantastic for the price
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great value,3.0,Great battery life. Nice comfort fit. Sadly it keeps pausing when I change a playing format from video to MP3. Other wise good head phones.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Daily use excellent,5.0,I use them daily for my work. Good quality all-around. The battery lasts for a real long time with a short charging time. Excellent product
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Pretty good,4.0,"Bought for husband for Christmas so these are his scores. He thinks the buttons are too close together, noise cancellation isn’t great and they can be awkward to get comfortable. Bluetooth connection is good, as is the battery life. He likes them overall and uses them most days."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good quality sound and reasonably priced product,3.0,Not good with talking or attending calls.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good headphones at a good price,5.0,I am happy with these headphones. They are comfortable and the sound quality is good. I use them to listen to youtube and audio books. They dont cancel out sound around you but they are good enough to hear the sound/music clearly.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","Amazing battery and sound quality, no sound cancellation at all",5.0,"I haven't charged them since I got them (They came charged) and I've used them about 30 hours, and they're still on 70% charge. The battery is brilliantI'd highly recommend purchasing a hard case for these if you're going to transport them anywhereThe ear cups are quite small but they fit well enough and don't slide offI've been using these for the gym ever since I got them and they've shown to be absolutely amazing, though it is worth noting that they provide absolutely no sound cancellation.All in all? They're some great headphones, definitely my favourite out of the ones I own."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Not worth the money,1.0,"The headphones pick up every bit of noise which isn’t entirely good if you’re trying to talk on the phone. It’s an average set of headphones, I prefer my goji lite headphones. I thought I’d upgrade to Sony headphones but wasn’t worth it. Returned the headphones and stuck with my Goji Lite"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",comfortable to wear good sound,5.0,"I am slightly deaf and these really do help me, I like the fact that when I am listening to music on my android no one else can hear it. very easy to operate and the sound quality is very good. would not hesitate to buy them again"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",MY FAVOURITE GIFT,5.0,Great sound quality and the battery life is amazing!
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Brilliant,5.0,While am out on my bike
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Ok,4.0,They are fine. Had about 49 emails about reviewing them. Stop now please
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",My Twin.,4.0,"Since I got this product, I hardly can do without it. It such a great companion blasting my most loved vibes through my eardrums. Very good product ."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Sound OK. Microphone POOR.,2.0,"The sound quality is fine considering the price. The build quality is fine considering the price. The comfort levels are fine considering the price.The microphone is just utter rubbish when making phone or video calls.I don’t know what Sony is trying to achieve by making the microphone so sensitive.During a call, all you can hear is the echo of every sound that surrounds you.Other people on the call can hear more of the surronding sounds than the voice of who is speaking.During a work video call, while on mute, I could hear the echo of me tapping the keyboard and the echo sound of a printer at least 4 metres away.At first I thought it might be the sound settings on the laptop, but then tried it with a phone and a tablet and had exactly the same issues.I wasn’t expecting great quality based on price, but this is just not acceptable by a reputable company like Sony.Apparently this is caused by the Sidetone function, which cannot be disabled or adjusted.If you want the headphones to listen to music with above average sound quality, then these headphones are fine.If you want to use them for music as well as a wireless headset to make phone or video calls, I suggest you don’t buy these."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Last for 5-9 months - Bad Build Quality,2.0,"Ordered these on 06/08/2020 and they broke today on 29/05/2021, so they lasted for about 9 months, almost 10. I rotated the right headphone and the plastic connection between the headphone and the main stem fell apart, revealing the wire. They never indicated any sign of weakness before, it was just an unexpected failure.Otherwise, the headphones have good sound quality but obviously they are not the most sturdy headphones. The battery life is also pretty good, they can easily last a few days if you use them here and there.I had high hopes that these would last longer than the wired headphones of the past.  The battery life and sound quality save it but for the lack of sturdiness, I give 3 stars.Update on 12/08/2021, I returned the broken headphones to Amazon and got new ones under warrantyUpdate on 26/11/2021The new headphones have broken in the exact same way in less than 6 months. Only buy these if you are happy to use them for only a few months."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good,5.0,Bought as a gift.  Overall my so is very happy with them and comfortable to wear.  Can have a little echo sometimes.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",not good for music,2.0,Returned these as they're just rubbish. Fine for a podcast or something but for music I wouldn't recommend them at all. Odd because two friends suggested these but they really didn't live up to anything. I'd expect a better quality from Sony
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Amazing Battery Life & Sound Quality,5.0,have only had to charge it twice so far and i use it a few times a week for an hour or two. have had them about 3 months now. very comfortable but can hurt ears a bit if used for more than 2 hours. well worth the money spent on them.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good headphones with long good battery life,5.0,I've been using these when I go for my walks. Easy to connect to my smartphone via bluetooth. The battery does last a long time. Sound quality is fine for me as is the level of loudness. Great vlaue.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great headphones but they have one bad thing,5.0,So when you make a call using them even on PC you can hear your self which is so annoying and worse yet there is no way to disable that option because its designed to do that on purpose. I cant even begin to understand how stupid this is and why it even exist but other then this they are great headphones work well last long.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Decent enough but not durable,2.0,"Decent headphones for price but have broken already, seem to be mechanically weak where the headband attaches to the ear cover is this has detached after only few months of use. Good battery life."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Very good product,5.0,The box found open and the usb -c cable was missing! The product was great!
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great Headphones for the Price,5.0,"I've been using these for a couple of months now—at the gym, during my commute, sometimes all day while I work. The battery life is fantastic, the sound quality is impressive for the price, and they are quite comfortable. They are on-ear, not around-ear, but more comfortable than most on-ear models I've tried in the past. They are obviously more cheaply made than other models, at first they feel almost too light-weight and flimsy. But over time I've discovered that to be an advantage, as they remain comfortable over long periods of time. The Bluetooth works well, connecting easily to my iPhone every time, and the buttons are easy to use and well-placed. I highly recommend these as a high-quality affordable option."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Poor Instructions,5.0,The quality is spot on but the instructions are very poor especially to the older generation.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Excellent!,5.0,Works very well! Arrived very soon. Pairs very well and sound is great! Highly recommended.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good value headphones.,4.0,I bought these to replace an older Sony set that were wired. The sound quality isn't quite as good as my previous pair. The bass is not as deep. Bluetooth works well and can wonder between rooms without no drop out of signal. Good value with what I paid.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","Too tight on ear, noise cancellation not good",4.0,"The headphones has good bluetooth connectivity and long battery life. But, it’s too tight on the ears. It presses the ears hard and I can’t use it for more than 30 minutes at a stretch as the ears start paining. Also, it attracts lot of noise of whatever is happening outside. Noise cancellation is not too good."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","Ok for the price, but very loud. Also clamp grip on ears not that strong.",4.0,Good Bluetooth connectivity and excellent battery life. Just could do with been a little louder.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good for my needs,5.0,i only use these for my bike rides so wasn't bothered about noise reduction - i like them battery life is excellent sound quality is goodcant really complain for the price
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","fine for music, but the sidetone makes it unusable for calls/zoom",2.0,"Delivery was quick, comfy on head. Decent sound quality.However, I got these to use for calls for work through zoom/skype etc and I can hear every sound (such as my voice, ambient noise) reflected back at me in a constant echo.After googling this apparently its a 'side tone feature' which you cannot disable. So they're basically unusable (unless you like hearing your own voice when you speak)"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",It’s okay,4.0,It’s a good set of headphones as long as you don’t use it to make calls or send voice messages. Just stick to music
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Headphones,5.0,Bought these for my grandson for Christmas.He was very happy with them. Very good quality for the price paid.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Weird feedback feature,1.0,"You can hear yourself through the headphones when you speak. Instead of cancelling the noise, it picks up the noise from outside and feeds it back to you. Not sure why anyone would want this. I'll return them and get something else."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",It’s okay.,3.0,Sound quality and battery life is very poor. It’s okay.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Dissapointed.,3.0,"I bought this model  to upgrade from my older Sony ZX310AP wired headphones.In my dissapointment and regret I found that:- Noise cancelation is really poor.- Sound quality is average.- Integrated microfone is a pain when headphone are connected to PC. ( For some reason microfone redirect every sound to the headset speakers and I can hear every mouse click, keyboard  and even my breath and I didn't found a solution to fix this issue.)  And that make these headphones almost useless because I can't use them in voice chats, and interlocutor always complain for my microfone.+ Bluetooth connection is good, no objections.+ Battery life and charge is good, no objections."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",can hear all the background noises,2.0,"I needed a replacement headset to replace a broken cheaper headset I had.My main requirement for the headset was for online meetings, but I also wanted to use them to listen to videos and Music.I thought I go for a named brand this time and chose these Sony WH-CH510.My initial reaction when taking them out of the box was, they looked and felt cheap, however for the price I was going to overlook the aesthetics if the quality was okay.It was very easy to setup and my initial reaction to the quality of the sound whilst listening to a video was good.I was able to leave the room where I left my device and go into the kitchen, the quality was the same, so even going through two walls the Bluetooth seemed to be great.The main problem was when I was on a meeting, the microphone was picking up all the sounds, even when I was in another room, I could hear the door closing, dogs barking etc which was extremely distracting hence the reason for the low score."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good sound quality. But feels cheap and uncomfortable.,3.0,So the sound quality isn't abysmal considering how cheap these headphones are. The frequencies are well defined but as the drivers are only small you're not going to be getting huge amounts of bass if that's your thing.However they do feel cheap and they certainly feel like it when you wear them as they have no padding in the headband. Not very comfortable to wear stationary and if you're moving a lot I imagine they'll feel worse. However I have a fairly large head so your opinion may differ. But as I mentioned there's no padding in the headband so I can see it being a common problem for most people.I'm happy with them as a quick solution to no longer having a headphone jack. But if I can find a more comfortable pair that offers similar if not better sound quality I'll jump on board.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Brake easily but good for now,3.0,These was good but brake easily
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great Quality headphones by Sony,5.0,"Really good quality headphones by Sony. The sound is excellent,  loud when it should and the Bluetooth connects seamlessly with my Samsung phone. There is none noise cancelling but for the price it offers a great value.  Sony will always be the winner brand for headphones for me. Fully recommended"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Excellent for the price,4.0,"For the price they are excellent, battery life is second to none and they last over a week easily. Kids use them every day."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Fantastic,5.0,Extremely simple to use and set up. The battery life is amazing. Can’t fault them
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Nice Robot Lady,4.0,I’ve only had these headphones for a few hours so I can’t say much about how well they perform BUT I like the robot lady’s voice. She sounds like she would treat me well.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Side Tone sucks and should be a removable feature,1.0,I wish I did some more research before buying these headphones. They come with a feature called sony side tone which feeds the microphone input back into your ears...yes thats right! Not only does this headphone feed the microphone into your ears but it does this at the cost of audio qaulity and you cant disable it.basically it reduces your music level and inceases the microphone feedback so sounds from your surounding  sound even louder when you have the headphones on.On a train listening to music?Wrong! you are on a train listening to the sounds of people amplified in your ears with a slight undertone of musicin the office on zoom meeting?Wrong! you in the office listening to your keyboard clicks and the odd chair sound from 100m away with an undertone of the meetingI would rather listening to music through a dog turd.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Recommended,4.0,Bought as a gift for daughter who seems pleased with them.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",They do the job,5.0,"These are pair two, i broke pair 1 after about 12 months hard use (OK i fixed with tape so still in use but only garden duties) they do what i need them to do!!"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Very good headphones,5.0,"These headphones are of very high quality. The noise cancellation is great, obviously depending on the volume of what you are listening to. The quality of the sound is very good and they are comfortable for a few hours before your ears begin to feel quite sore.The battery lasts very long- I could use them for over 5 hours a day for a week and they would last the entire time. Charging is fast too.The headphones look nice too and the you can extend the length of the headphone thingy to adjust for the size of your head. Overall, a very good set of wireless headphones."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Brilliant Wireless Headphones,5.0,Nothing to dislike love the sound just great wireless headphones
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great headphones,5.0,Update now 8 months later battery is amazing I use headphones a lot and have charged them only once great set of headphones for the price. Phone side is good for the price.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Worth it for the price,5.0,"No issues with the quality, everything just worked fine with my Mac it connected when it should after restarts etc with zero hassle. Sound quality is fine, I actually mixed some music with it for fun and it did the job ok.Can get a little soar after about 6/8 hours or continuous use.Battery holds up fine. I'm getting at least 12-16 hours of user per charge. Charging it every 2 or 3 days. Charges quick enough. Would recommend."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great headphones,5.0,"(23rd Feb 2021): These headphones are worth the money, they are durable, noize canceling, good sound quality.Update: (May 6th 2022) These headphones have lasted me a year and finally have broken, the left ear circle is dangling by the wire, it still works however the plastic snapped, I'm not sure how it happened but nonetheless these headphones have lasted me a long time and they are great quality. I 100% recommend buying these if you struggle keeping headphones."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Item has been used,1.0,"This item looks like it has been previously used, there were bits missing and the box was ripped up  I will not be buying again"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",No use for teams conference calls,2.0,Had bought these to give wireless ability on my pc for teams calls but they are no good for this. The mic appears to be always on and picking up a lot of background noise which you can hear through the headset while you talk and when not talking. I've returned them disappointed. Back to a wired set for now!
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Very good do recommend,4.0,Great sound quality good battery life better if they were padded on the top but worth buying
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Excellent,5.0,"Bought as a gift, good quality sound, long battery life, an overall good product for the money."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good battery and USB c charging for bargain price,4.0,Best things is battery life and USB c charging. Sound quality is little bit off so can't recommend for music but that can be depends on style you like find it great for movie's. Small driver's little bit tight on ear's but not painful or uncomfortable for few hours of wearing.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Great product - would recommend,5.0,Great product - would recommend
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Uncomfortable,3.0,"Work fine, however there is no padding across the top, just hard plastic, which is very painful to the folicly challenged !"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Atrocious headphones,1.0,"Has an extremely annoying echo on the headphones. Cuts most other sound out also, just don't buy them"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good value,5.0,These are very reasonable in price and do exactly what I want. I wear them at the gym so sound quality is not important to me (and I doubt I would know if it was good anyway!) They are very comfortable.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black","Output great, mic not so much",2.0,"So I mainly bought these for listening to music in the gym or on the bus. Sound quality is fantastic for what you pay for. Then I got a phonecall...... I could hear my own voice back through the speakers in a distorted demonic drone, they were that bad. My friend who called me thought that he'd got a direct line through to Satan. If you're buying these just as headphones, do it 100% if you want something with good audio input quality, probably just fart in a cup and throw it at someone. It would probably much less offensive."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",For the price - no complaints. 👍,3.0,"Excellent battery life, the sound is of a good quality but it’s never going to beat a higher spec/priced pair. So in that respect you get what you pay for, but I’m happy with them. Decent enough pair for 30 odd quid.👌🏻"
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good,4.0,"Comfortable, great sound. Not ideal when outside on a windy day though."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Excellent value bluetooth headphone,4.0,"A budget bluetooth headphone with surprisingly good sound quality.Build quality does not feel premium at all, plasticky and a bit clunky. Comfort is fine, and they do a pretty good job of blocking out external noise. However, the sound quality is really very good for this price point. Also the bluetooth range is excellent, I can still pick up very good signal from other rooms."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",No Accept,1.0,sony  wh  510  ch  old  retummy  headphoneis  faulity  accept
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Worthwhile device at reasonable price,5.0,Sound quality is excellent battery life is good can't comment on the microphone as I haven't had reason to use it
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Very good product in this price. Good service. Thanks,5.0,Good product in this price. Good performance. Good customer service and quick delivery. Thanks.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Excellent in all respects,5.0,"These headphones offer superb sound, including deep resonant bass, good stereo channel separation and a and a very fine batter life.  Connecting with other devices is effortless.  Could not be be happier with this particular purchase.  I have experienced other headphones which cost rather more which do not offer anything very much better this these headphones."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good sound,5.0,Always liked sony products and this didn't disappoint.Good sound and battery life better than expected.The headphones are very light and comfortable on the ears.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Excellent,5.0,You can't do better for the price. Recommended.
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Headphones,2.0,Found it very uncomfortable to wear around the the top part ..
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Very pleased,4.0,"Great sound quality for what they are worth, battery life is excellent and the Bluetooth range is more than enough. Only thing is that if they’re worn for long periods of time they can get a bit uncomfortable however overall very happy with the purchase and would recommend as a budget wireless set of headphone."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Good headphones - Short charging cable,4.0,"Very nice earphones that block out outside noise really well. They give good sound quality and comfort even if the headband feels fairly large on its smallest setting. One downside is that the USB charging cable is very short - 23cm long including connectors. Apart from that, I am happy with my purchase."
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Cheap,1.0,Look cheap and crappy
"Sony WH-CH510 Wireless Bluetooth Headphones with Mic, 35 Hours Battery Life with Quick Charge, On-ear Style, Hands-Free Call, Voice Assistant - Black",Well worth the £30!,5.0,"These headphones are great if you want something simple to use for everyday wear. The battery is long lasting - I can go over a week without having to charge it (although, due to lockdown, I probably haven’t used them as much as I would otherwise). Sometimes they are a little uncomfortable and hurt the top of my ears, but that’s nothing a little shift of the headphones can’t sort. All in all, I’m very happy with the purchase, especially since this is my first time using headphones rather than earphones"
